fit,income_group,target_pop,hs_constraints,vaccine_doses,vaccine,max_coverage,age_groups_covered,age_groups_covered_d3,vacc_start,dt,repetition,seeding_cases,vacc_per_week,ab_model_infection,t_d3,R0_t3_in,max_Rt,vfr,vfr_time1,vfr_time2,mu_ab_infection,ICU_scal_omicron,scenario,name,strategy,mu_ab_d1,mu_ab_d2,k,dose_3_fold_increase,hl_s,hl_l,period_s,period_l,ab_50,ab_50_severe,std10,max_Rt_omicron,hosp_scal_omicron
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,1,10,0.05,TRUE,180,3/2/2022,3,2.9,11/27/2021,12/31/2021,1.7,0.42,11,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,2.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,1,10,0.05,TRUE,180,3/2/2022,3,5.5,11/27/2021,12/31/2021,1.7,0.42,12,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,8/1/2021,3,3.9,11/27/2021,12/31/2021,1.7,0.42,13,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,8/1/2021,3,2.9,11/27/2021,12/31/2021,1.7,0.42,14,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,2.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,8/1/2021,3,5.5,11/27/2021,12/31/2021,1.7,0.42,15,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,10/1/2021,3,3.9,11/27/2021,12/31/2021,1.7,0.42,16,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,10/1/2021,3,2.9,11/27/2021,12/31/2021,1.7,0.42,17,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,2.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,10/1/2021,3,5.5,11/27/2021,12/31/2021,1.7,0.42,18,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,3/1/2022,3,3.9,11/27/2021,12/31/2021,1.7,0.42,19,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,3/1/2022,3,2.9,11/27/2021,12/31/2021,1.7,0.42,20,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,2.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,3/1/2022,3,5.5,11/27/2021,12/31/2021,1.7,0.42,21,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,3/2/2022,3,3.9,11/27/2021,12/31/2021,1.7,0.42,22,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,3/2/2022,3,2.9,11/27/2021,12/31/2021,1.7,0.42,23,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,2.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,2,10,0.05,TRUE,180,3/2/2022,3,5.5,11/27/2021,12/31/2021,1.7,0.42,24,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,8/1/2021,3,3.9,11/27/2021,12/31/2021,1.7,0.42,25,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,8/1/2021,3,2.9,11/27/2021,12/31/2021,1.7,0.42,26,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,2.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,8/1/2021,3,5.5,11/27/2021,12/31/2021,1.7,0.42,27,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,10/1/2021,3,3.9,11/27/2021,12/31/2021,1.7,0.42,28,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,10/1/2021,3,2.9,11/27/2021,12/31/2021,1.7,0.42,29,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,2.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,10/1/2021,3,5.5,11/27/2021,12/31/2021,1.7,0.42,30,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,3/1/2022,3,3.9,11/27/2021,12/31/2021,1.7,0.42,31,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,3/1/2022,3,2.9,11/27/2021,12/31/2021,1.7,0.42,32,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,2.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,3/1/2022,3,5.5,11/27/2021,12/31/2021,1.7,0.42,33,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,3/2/2022,3,3.9,11/27/2021,12/31/2021,1.7,0.42,34,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,3/2/2022,3,2.9,11/27/2021,12/31/2021,1.7,0.42,35,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,2.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,3,10,0.05,TRUE,180,3/2/2022,3,5.5,11/27/2021,12/31/2021,1.7,0.42,36,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,4,10,0.05,TRUE,180,8/1/2021,3,3.9,11/27/2021,12/31/2021,1.7,0.42,37,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,4,10,0.05,TRUE,180,8/1/2021,3,2.9,11/27/2021,12/31/2021,1.7,0.42,38,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,2.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,4,10,0.05,TRUE,180,8/1/2021,3,5.5,11/27/2021,12/31/2021,1.7,0.42,39,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,4,10,0.05,TRUE,180,10/1/2021,3,3.9,11/27/2021,12/31/2021,1.7,0.42,40,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,4,10,0.05,TRUE,180,10/1/2021,3,2.9,11/27/2021,12/31/2021,1.7,0.42,41,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,2.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,4,10,0.05,TRUE,180,10/1/2021,3,5.5,11/27/2021,12/31/2021,1.7,0.42,42,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,4,10,0.05,TRUE,180,3/1/2022,3,3.9,11/27/2021,12/31/2021,1.7,0.42,43,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,4,10,0.05,TRUE,180,3/1/2022,3,2.9,11/27/2021,12/31/2021,1.7,0.42,44,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,2.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,4,10,0.05,TRUE,180,3/1/2022,3,5.5,11/27/2021,12/31/2021,1.7,0.42,45,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,4,10,0.05,TRUE,180,3/2/2022,3,3.9,11/27/2021,12/31/2021,1.7,0.42,46,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,4,10,0.05,TRUE,180,3/2/2022,3,2.9,11/27/2021,12/31/2021,1.7,0.42,47,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,2.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,4,10,0.05,TRUE,180,3/2/2022,3,5.5,11/27/2021,12/31/2021,1.7,0.42,48,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,5,10,0.05,TRUE,180,8/1/2021,3,3.9,11/27/2021,12/31/2021,1.7,0.42,49,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,5,10,0.05,TRUE,180,8/1/2021,3,2.9,11/27/2021,12/31/2021,1.7,0.42,50,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,2.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,5,10,0.05,TRUE,180,8/1/2021,3,5.5,11/27/2021,12/31/2021,1.7,0.42,51,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,HIC,1000000,Present,2,Pfizer,0.9,15,15,1/1/2021,0.25,5,10,0.05,TRUE,180,10/1/2021,3,3.9,11/27/2021,12/31/2021,1.7,0.42,52,rq3_hic_abmodel_omicron_SD1,realistic,0.08553537475176577,0.4039617957646384,3.0857413230449935,1.5524602422723015,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3,0.5
