"fit","income_group","target_pop","hs_constraints","vaccine_doses","vaccine","max_coverage","age_groups_covered","age_groups_covered_d3","vacc_start","dt","repetition","seeding_cases","vacc_per_week","ab_model_infection","t_d3","max_Rt","vfr","vfr_time1","vfr_time2","mu_ab_infection","ICU_scal_omicron","scenario","name","strategy","mu_ab_d1","mu_ab_d2","k","dose_3_fold_increase","hl_s","hl_l","period_s","period_l","ab_50","ab_50_severe","std10","max_Rt_omicron","hosp_scal_omicron"
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,5,10,0.05,TRUE,180,3.5,2.9,"11/27/2021","12/31/2021",1.7,0.42,19,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.25,0.3
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,5,10,0.05,TRUE,180,3.5,5.5,"11/27/2021","12/31/2021",1.7,0.42,20,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.75,0.6
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,6,10,0.05,TRUE,90,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,21,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,6,10,0.05,TRUE,180,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,22,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,6,10,0.05,TRUE,180,3.5,2.9,"11/27/2021","12/31/2021",1.7,0.42,23,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.25,0.3
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,6,10,0.05,TRUE,180,3.5,5.5,"11/27/2021","12/31/2021",1.7,0.42,24,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.75,0.6
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,7,10,0.05,TRUE,90,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,25,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,7,10,0.05,TRUE,180,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,26,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,7,10,0.05,TRUE,180,3.5,2.9,"11/27/2021","12/31/2021",1.7,0.42,27,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.25,0.3
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,7,10,0.05,TRUE,180,3.5,5.5,"11/27/2021","12/31/2021",1.7,0.42,28,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.75,0.6
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,8,10,0.05,TRUE,90,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,29,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,8,10,0.05,TRUE,180,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,30,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,8,10,0.05,TRUE,180,3.5,2.9,"11/27/2021","12/31/2021",1.7,0.42,31,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.25,0.3
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,8,10,0.05,TRUE,180,3.5,5.5,"11/27/2021","12/31/2021",1.7,0.42,32,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.75,0.6
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,9,10,0.05,TRUE,90,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,33,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,9,10,0.05,TRUE,180,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,34,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,9,10,0.05,TRUE,180,3.5,2.9,"11/27/2021","12/31/2021",1.7,0.42,35,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.25,0.3
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,9,10,0.05,TRUE,180,3.5,5.5,"11/27/2021","12/31/2021",1.7,0.42,36,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.75,0.6
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,10,10,0.05,TRUE,90,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,37,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,10,10,0.05,TRUE,180,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,38,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,10,10,0.05,TRUE,180,3.5,2.9,"11/27/2021","12/31/2021",1.7,0.42,39,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.25,0.3
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,10,10,0.05,TRUE,180,3.5,5.5,"11/27/2021","12/31/2021",1.7,0.42,40,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.75,0.6
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,11,10,0.05,TRUE,90,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,41,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,11,10,0.05,TRUE,180,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,42,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,11,10,0.05,TRUE,180,3.5,2.9,"11/27/2021","12/31/2021",1.7,0.42,43,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.25,0.3
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,11,10,0.05,TRUE,180,3.5,5.5,"11/27/2021","12/31/2021",1.7,0.42,44,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.75,0.6
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,12,10,0.05,TRUE,90,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,45,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,12,10,0.05,TRUE,180,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,46,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,12,10,0.05,TRUE,180,3.5,2.9,"11/27/2021","12/31/2021",1.7,0.42,47,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.25,0.3
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,12,10,0.05,TRUE,180,3.5,5.5,"11/27/2021","12/31/2021",1.7,0.42,48,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.75,0.6
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,13,10,0.05,TRUE,90,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,49,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,13,10,0.05,TRUE,180,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,50,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,13,10,0.05,TRUE,180,3.5,2.9,"11/27/2021","12/31/2021",1.7,0.42,51,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.25,0.3
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,13,10,0.05,TRUE,180,3.5,5.5,"11/27/2021","12/31/2021",1.7,0.42,52,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.75,0.6
"imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1","HIC",1e+06,"Absent",2,"Pfizer",0.9,15,5,"1/1/2021",0.25,14,10,0.05,TRUE,90,3.5,3.9,"11/27/2021","12/31/2021",1.7,0.42,53,"rq1_hic_abmodel_omicron_SD1","realistic",0.0855353747517658,0.403961795764638,3.08574132304499,1.5524602422723,47.9169053263904,540.111108847353,94.1630190968589,365.787247937336,0.114458770638186,0.0181170024204793,0.44,3.5,0.5
