fit,income_group,target_pop,hs_constraints,vaccine_doses,vaccine,max_coverage,age_groups_covered,vacc_start,dt,repetition,seeding_cases,vacc_per_week,ab_model_infection,t_d3,max_Rt,vfr,vfr_time1,vfr_time2,mu_ab_infection,ICU_scal_omicron,scenario,name,strategy,mu_ab_d1,mu_ab_d2,k,dose_3_fold_increase,hl_s,hl_l,period_s,period_l,ab_50,ab_50_severe,std10,max_Rt_omicron,hosp_scal_omicron
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,2,10,0.015,TRUE,180,4,2.9,11/27/2021,12/31/2021,1.7,0.42,11,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,2,10,0.015,TRUE,180,4,5.5,11/27/2021,12/31/2021,1.7,0.42,12,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,3,10,0.02,TRUE,180,4,3.9,11/27/2021,12/31/2021,1.7,0.42,13,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,3,10,0.02,TRUE,180,4,2.9,11/27/2021,12/31/2021,1.7,0.42,14,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,3,10,0.02,TRUE,180,4,5.5,11/27/2021,12/31/2021,1.7,0.42,15,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,3,10,0.015,TRUE,180,4,3.9,11/27/2021,12/31/2021,1.7,0.42,16,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,3,10,0.015,TRUE,180,4,2.9,11/27/2021,12/31/2021,1.7,0.42,17,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,3,10,0.015,TRUE,180,4,5.5,11/27/2021,12/31/2021,1.7,0.42,18,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,4,10,0.02,TRUE,180,4,3.9,11/27/2021,12/31/2021,1.7,0.42,19,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,4,10,0.02,TRUE,180,4,2.9,11/27/2021,12/31/2021,1.7,0.42,20,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,4,10,0.02,TRUE,180,4,5.5,11/27/2021,12/31/2021,1.7,0.42,21,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,4,10,0.015,TRUE,180,4,3.9,11/27/2021,12/31/2021,1.7,0.42,22,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,4,10,0.015,TRUE,180,4,2.9,11/27/2021,12/31/2021,1.7,0.42,23,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,4,10,0.015,TRUE,180,4,5.5,11/27/2021,12/31/2021,1.7,0.42,24,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,5,10,0.02,TRUE,180,4,3.9,11/27/2021,12/31/2021,1.7,0.42,25,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,5,10,0.02,TRUE,180,4,2.9,11/27/2021,12/31/2021,1.7,0.42,26,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,5,10,0.02,TRUE,180,4,5.5,11/27/2021,12/31/2021,1.7,0.42,27,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,5,10,0.015,TRUE,180,4,3.9,11/27/2021,12/31/2021,1.7,0.42,28,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,5,10,0.015,TRUE,180,4,2.9,11/27/2021,12/31/2021,1.7,0.42,29,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,5,10,0.015,TRUE,180,4,5.5,11/27/2021,12/31/2021,1.7,0.42,30,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,6,10,0.02,TRUE,180,4,3.9,11/27/2021,12/31/2021,1.7,0.42,31,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,6,10,0.02,TRUE,180,4,2.9,11/27/2021,12/31/2021,1.7,0.42,32,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,6,10,0.02,TRUE,180,4,5.5,11/27/2021,12/31/2021,1.7,0.42,33,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,6,10,0.015,TRUE,180,4,3.9,11/27/2021,12/31/2021,1.7,0.42,34,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,6,10,0.015,TRUE,180,4,2.9,11/27/2021,12/31/2021,1.7,0.42,35,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,6,10,0.015,TRUE,180,4,5.5,11/27/2021,12/31/2021,1.7,0.42,36,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,7,10,0.02,TRUE,180,4,3.9,11/27/2021,12/31/2021,1.7,0.42,37,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,7,10,0.02,TRUE,180,4,2.9,11/27/2021,12/31/2021,1.7,0.42,38,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,7,10,0.02,TRUE,180,4,5.5,11/27/2021,12/31/2021,1.7,0.42,39,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,7,10,0.015,TRUE,180,4,3.9,11/27/2021,12/31/2021,1.7,0.42,40,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,7,10,0.015,TRUE,180,4,2.9,11/27/2021,12/31/2021,1.7,0.42,41,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,7,10,0.015,TRUE,180,4,5.5,11/27/2021,12/31/2021,1.7,0.42,42,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,8,10,0.02,TRUE,180,4,3.9,11/27/2021,12/31/2021,1.7,0.42,43,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,8,10,0.02,TRUE,180,4,2.9,11/27/2021,12/31/2021,1.7,0.42,44,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,8,10,0.02,TRUE,180,4,5.5,11/27/2021,12/31/2021,1.7,0.42,45,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,8,10,0.015,TRUE,180,4,3.9,11/27/2021,12/31/2021,1.7,0.42,46,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,8,10,0.015,TRUE,180,4,2.9,11/27/2021,12/31/2021,1.7,0.42,47,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,8,10,0.015,TRUE,180,4,5.5,11/27/2021,12/31/2021,1.7,0.42,48,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,9,10,0.02,TRUE,180,4,3.9,11/27/2021,12/31/2021,1.7,0.42,49,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4,0.5
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,9,10,0.02,TRUE,180,4,2.9,11/27/2021,12/31/2021,1.7,0.42,50,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,3.75,0.3
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,9,10,0.02,TRUE,180,4,5.5,11/27/2021,12/31/2021,1.7,0.42,51,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4.25,0.6
imp_v2_20211219_AZPD2=FALSE_SB=TRUE_NewDecay=TRUE_SD1,LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,4/1/2021,0.25,9,10,0.015,TRUE,180,4,3.9,11/27/2021,12/31/2021,1.7,0.42,52,rq2_lmic_abmodel_omicron_SD1,same_doses,0.07475251085590617,0.2048123424065354,3.0857413230449935,1.5515206590142605,47.91690532639045,540.1111088473533,94.16301909685886,365.7872479373359,0.1144587706381861,0.01811700242047934,0.44,4,0.5
